Entity,Entity Type,Count,Mapped Entity,Similarity
medial right temporal lobe,anatomy,25,Right temporal lobe,0.9158692941103899
periorbital region,anatomy,25,Peri-orbital region of face,0.9091576722749377
posterior wall,anatomy,25,Wall of posterior segment of eyeball,0.6170740134895191
left inferior cerebellar,anatomy,25,Left hemisphere of cerebellum,0.7945455864796017
cavum vergae,anatomy,25,Cuneus,0.44864551995079593
maxillofacial,anatomy,25,Face,0.7756654895239945
overlying soft tissues,anatomy,25,Superficial fascia,0.6774821181832165
left inferior frontal gyrus,anatomy,25,Left inferior frontal gyrus,0.9952253802387608
bony orbital structures,anatomy,25,Orbital compartment,0.7947282145354674
disc spaces,anatomy,25,Set of anatomical spaces,0.6649808163168467
remainder the brain,anatomy,25,Brain,0.8539835353471148
posterior left maxillary sinus,anatomy,25,Left maxillary sinus,0.9098633246643928
planum sphenoidale,anatomy,25,Greater wing of sphenoid,0.8017284617739627
optic nerve sheath complexes,anatomy,25,Optic nerve-tract complex,0.8811892860635726
right frontal subcortical white matter,anatomy,25,White matter of right frontal lobe,0.8994182930519778
extra axial spaces,anatomy,25,Subarachnoid space,0.7411776572007283
resection site,anatomy,25,Organ segment,0.6550859167665023
inferior left temporal lobe,anatomy,25,Left temporal lobe,0.9339298794205526
hemorrhage,anatomy,25,Anatomical orifice,0.3637535161529326
calvarium / soft tissues,anatomy,25,Calvarium,0.674218176891699
sinuses / mastoids,anatomy,25,Mastoid antrum,0.8109974516446257
anterior aspect,anatomy,25,Anterior pole of eyeball,0.684875082193567
c3-c4,anatomy,25,Craniocervical region,0.5259872607462392
right parietal skull,anatomy,24,Right parietal bone,0.901381588915523
right ear,anatomy,24,Right ear,0.9988384085849541
left posterior frontal region,anatomy,24,Left frontalis,0.826344235375626
retro cerebellar,anatomy,24,Cerebellar medulla,0.7471323892885919
cranial,anatomy,24,Skull,0.8960962907636575
right periorbital region,anatomy,24,Right peri-orbital region of face,0.9203510265742234
parietal bone,anatomy,24,Parietal bone,0.9968467033859046
left ica terminus,anatomy,24,Left insular artery,0.5624724960160115
lateral right frontal lobe,anatomy,24,Right frontal lobe,0.9390205677063442
posterior left sphenoid sinus,anatomy,24,Left sphenoidal sinus,0.9271316974694636
submandibular glands,anatomy,24,Submandibular gland,0.9728350898376668
left pca distribution,anatomy,24,Posteromedial central branch of left posterior cerebral artery,0.5425199350242979
left sphenoid wing,anatomy,24,Left greater wing of sphenoid,0.9436270876585298
bilateral globes,anatomy,24,Right eyeball,0.8033986161013682
stomach,anatomy,24,Gingiva,0.4832164504546417
anterior parietal lobes,anatomy,24,Parietal lobe,0.8735020052491993
bones soft tissues,anatomy,24,Irregular bone,0.7778060603824577
right globus pallidus,anatomy,24,Right thalamus,0.7113733841687642
right mastoid air cell,anatomy,24,Mastoid air cell of right temporal bone,0.9406024023098073
cerebral peduncle,anatomy,24,Cerebral peduncle,0.9920383926514704
biparietal,anatomy,24,Parietal tuber,0.48000521497921134
para falcine,anatomy,24,Solitary tract,0.42248012624455966
anterior cerebral artery,anatomy,24,Anterior cerebral artery,0.9992504726519345
c[date],anatomy,23,Cuneus,0.33509969846192433
bridge of the nose,anatomy,23,Tip of nose,0.8021444501635157
anterior right ethmoid air cell,anatomy,23,Right anterior ethmoidal cell,0.93599784302224
left inferior cerebellum,anatomy,23,Left hemisphere of cerebellum,0.8488310024090235
anterior frontal lobe,anatomy,23,Frontal lobe,0.9529232849779375
lens,anatomy,23,Lens,0.9995189591119541
posterior horn of the right lateral ventricle,anatomy,23,Body of right lateral ventricle,0.8213813170317328
right parieto-occipital scalp,anatomy,23,Right occipital zone of scalp,0.9087735416307825
right division of the sphenoid sinus,anatomy,23,Right sphenoidal sinus,0.8868311853631072
posterior limb left internal capsule,anatomy,23,Capsule of left lens,0.6896394797687129
left occipital skull,anatomy,23,Left lateral part of occipital bone,0.8564008538649702
left occiput,anatomy,23,Left occipitalis,0.7971051304662107
posterior right parietal region,anatomy,23,Right parietal part of head,0.8436571292511278
catheter,anatomy,23,External acoustic tube,0.5141099093613665
bilateral corona radiata,anatomy,23,Dentatothalamic tract,0.5154724476780423
right medial orbital,anatomy,23,Medial wall of right orbit,0.8615551745593184
lenses,anatomy,23,Lens,0.9622891974457136
superior cerebellum,anatomy,23,Cerebellum,0.9195748709390998
posterior left lateral ventricle,anatomy,23,Left lateral ventricle,0.892192216099307
visualized bones,anatomy,23,Flat bone,0.6401632665326673
subdural collection,anatomy,23,Subdural space,0.7311839891975136
right aca territory,anatomy,23,Right marginal sulcus,0.5443211251027189
right parietal lobes,anatomy,23,Right parietal lobe,0.9662478776019585
orbital floors,anatomy,23,Floor of left orbit,0.7877280199594192
right cerebral,anatomy,23,Right cerebral hemisphere,0.909158723974982
cavernous internal carotid,anatomy,23,Cavernous branch of internal carotid artery,0.8548032397559505
left lateral convexity,anatomy,23,Left lateral sulcus,0.6866723732606367
left superior cerebellum,anatomy,23,Left hemisphere of cerebellum,0.8843849371180654
left thalamic nucleus,anatomy,23,Left thalamus,0.8659276452724176
parapharyngeal spaces,anatomy,23,Peripharyngeal space,0.8887784765903003
left temporal scalp,anatomy,23,Left temporal zone of scalp,0.9238696527373947
anterior arch of c1,anatomy,23,Cervical part of internal carotid artery,0.656488955231222
extra-ocular muscles,anatomy,23,Extra-ocular muscle,0.9826481005437359
right jugular bulb,anatomy,23,Superior bulb of right internal jugular vein,0.8380945738858311
vertebral bodies,anatomy,23,Axial skeletal system,0.5830554052812391
inferior cerebellum,anatomy,23,Cerebellum,0.8653969280978039
subcortical right frontal lobe,anatomy,23,Right frontal lobe,0.9085932316445863
floor of the left maxillary sinus,anatomy,23,Left maxillary sinus,0.7737138178751548
underlying brain parenchyma,anatomy,23,Cardinal segment of brain,0.7962695434815654
right thalamic nucleus,anatomy,23,Right thalamus,0.8431706960241053
right frontal horn of the lateral ventricle,anatomy,22,Frontal horn of right lateral ventricle,0.908210370251168
left frontal subcortical white matter,anatomy,22,White matter of left frontal lobe,0.8884252542738632
sinus walls,anatomy,22,Paranasal sinus,0.7050316300488693
prepontine cistern,anatomy,22,Pontine cistern,0.7366562562805681
paraspinal,anatomy,22,Axial skeletal system,0.6693595229902781
hilar,anatomy,22,Lobular organ,0.5980101743390482
frontal horn left lateral ventricle,anatomy,22,Frontal horn of left lateral ventricle,0.9483981741367248
cingulate gyrus,anatomy,22,Cingulate sulcus,0.7825308716821688
anterior third ventricle,anatomy,22,Third ventricle,0.883306334372412
internal cerebral veins,anatomy,22,Internal cerebral vein,0.9858026373937976
left cerebellar peduncle,anatomy,22,Cerebellar peduncle,0.8592516802068181
third ventricular,anatomy,22,Third ventricle,0.9228248889545376
frontal skull,anatomy,22,Frontal bone,0.8970455226091171
facets,anatomy,22,Midface,0.550220500315696
parietal cortex,anatomy,22,Cortex of parietal lobe,0.9205878950829076
remaining brain parenchyma,anatomy,22,Cardinal segment of brain,0.7627324253600521
temporoparietal region,anatomy,22,Superior temporal gyrus,0.6716286128213628
high right parietal,anatomy,22,Right parietal part of head,0.6963731440321775
adjacent brain,anatomy,22,Brain,0.8281662060560087
high right parietal region,anatomy,22,Right parietal part of head,0.787781336603625
right sphenoid sinus cell,anatomy,22,Right sphenoidal sinus,0.8018291241717282
right inferior cerebellum,anatomy,22,Right hemisphere of cerebellum,0.8507063508667545
left aca territory,anatomy,22,Left marginal sulcus,0.5055695309523968
left posterior ethmoid air cells,anatomy,22,Left posterior ethmoidal cell,0.9138092419026894
posterior frontal lobes,anatomy,22,Frontal lobe,0.9355093305717334
scalp vessel,anatomy,22,Scalp,0.7740449461031799
posterior limb right internal capsule,anatomy,22,Capsule of right lens,0.6674606742523301
frontal convexities,anatomy,22,Frontal crest,0.7833829404451034
inferior right frontal,anatomy,22,Right side of frontal bone,0.8139554221291463
bilateral parietal lobes,anatomy,22,Left parietal lobe,0.8524935054011971
otic capsule,anatomy,22,External acoustic tube,0.6859719150446837
right temporal lobes,anatomy,22,Right temporal lobe,0.9848142039213305
ventricles sulci,anatomy,22,Central sulcus,0.6526990409736135
right frontal lobe white matter,anatomy,22,White matter of right frontal lobe,0.9459591689849884
left lentiform nuclei,anatomy,22,Nucleus of left lens,0.7789922716935104
nasal arch,anatomy,22,Lateral half of nose,0.8269644795456972
pericardial,anatomy,22,Pericardial tributary of accessory hemiazygos vein,0.5306111733700634
mastoid tip,anatomy,22,Right mastoid process,0.7516890612970796
sigmoid plate,anatomy,22,Sigmoid sinus,0.5479287020186431
caudate heads,anatomy,22,Wall of cerebral aqueduct,0.5401793539905184
right cerebellopontine angle,anatomy,22,Right hemisphere of cerebellum,0.7230032662667272
right frontotemporal lobe,anatomy,22,Right frontal lobe,0.8141762089776835
petrous apex,anatomy,22,Petrous part proper of temporal bone,0.8037579927767485
c[date] articulation,anatomy,22,Occipital condyle,0.3851680649443664
subcutaneous soft tissues,anatomy,22,Superficial fascia,0.8428387219780931
left frontal lobe white matter,anatomy,22,White matter of left frontal lobe,0.9482017037728642
right petrous apex,anatomy,22,Petrous part of right temporal bone,0.8364441283729037
left ventricular,anatomy,21,Left lateral ventricle,0.6982104229788677
mid left cerebellum,anatomy,21,Left hemisphere of cerebellum,0.8350463048767516
left mca m1 segment,anatomy,21,Left mammillary artery,0.6343910388299417
cerebellar cortical,anatomy,21,Cerebellar cortex,0.9272926906886683
left temporal fossa,anatomy,21,Left temporal fossa,0.9934218156677861
posterior aspect of the left maxillary sinus,anatomy,21,Left maxillary sinus,0.7754013434374922
right lateral scalp,anatomy,21,Right temporal zone of scalp,0.8400684745794819
left frontal horn of the lateral ventricle,anatomy,21,Frontal horn of left lateral ventricle,0.9290985700889332
vergae,anatomy,21,Vermilion,0.5226757638927968
right caudate body,anatomy,21,Juxtarestiform body,0.5761390145458573
transtentorial,anatomy,21,Temporal lobe,0.728404057868232
left parietal vertex,anatomy,21,Left parietal part of head,0.7180420286740813
right occipital lobes,anatomy,21,Right occipital lobe,0.9733737741270384
right insular,anatomy,21,Right insular artery,0.6683211894933782
anterior right parietal lobe,anatomy,21,Right parietal lobe,0.9174414364920873
right carotid terminus,anatomy,21,Right common carotid artery,0.7643489104075134
parotid glands,anatomy,21,Parotid gland,0.9837550155612885
left inferior basal ganglia,anatomy,21,Left thalamus,0.7095255025212143
left superior cerebellar,anatomy,21,Left hemisphere of cerebellum,0.8602501731763837
right sphenoid wing,anatomy,21,Right greater wing of sphenoid,0.9364488208797933
diploic space,anatomy,21,Mucosa of malleus,0.6901064654234511
right parietooccipital,anatomy,21,Right occipitalis,0.7590143334900742
appendix,anatomy,21,Organ cluster,0.4665992664546885
anterior margin,anatomy,21,Supra-orbital margin,0.7010651621532963
posterior temporal,anatomy,21,Temporal part of head,0.7956872945526721
cerebellar hemisphere,anatomy,21,Cerebellar cortex,0.90515564845594
posterior horns of the lateral ventricles,anatomy,21,Occipital horn of lateral ventricle,0.8051083945524791
left subinsular,anatomy,21,Left substantia nigra,0.6114075602613626
right aca,anatomy,21,Right prefrontal artery,0.5881642105211672
right tentorium cerebelli,anatomy,21,Tentorium cerebelli,0.7900391652224886
right frontal sinuses,anatomy,21,Right frontal sinus,0.9678889959607916
aca,anatomy,21,Amiculum,0.4604972712722638
right lentiform nuclei,anatomy,21,Nucleus of right lens,0.7966720146080772
inferior right temporal lobe,anatomy,21,Right temporal lobe,0.922205186584001
right temporoparietal lobe,anatomy,21,Right parietal lobe,0.7819898476401583
medial walls,anatomy,21,Wall of organ,0.6821969066410672
left mandibular condyle,anatomy,21,Left condylar process of mandible,0.8958909421911061
posterior left lentiform nucleus,anatomy,21,Sublentiform nucleus,0.7398676311684396
right frontal parietal lobe,anatomy,21,Right frontal lobe,0.9075452614759393
posterior ethmoid air cell,anatomy,21,Left posterior ethmoidal cell,0.8471733228619598
upper neck,anatomy,21,Craniocervical region,0.7068437927962681
right zygoma,anatomy,21,Right zygomatic bone,0.8955806620901372
infundibulum,anatomy,20,Amiculum,0.48872784354953924
sulcal prominence,anatomy,20,Central sulcus,0.7562162933861282
left frontal sinuses,anatomy,20,Left frontal sinus,0.973391587976859
gray and white matter,anatomy,20,White matter of neuraxis,0.8421596030595863
right ica terminus,anatomy,20,Right insular artery,0.5588033154590922
right anterior frontal,anatomy,20,Right frontal pole,0.8492609033043361
left parietooccipital,anatomy,20,Left occipitalis,0.739554174890465
bilateral white matter,anatomy,20,White matter of left cerebral hemisphere,0.8076990296596188
left basil ganglia,anatomy,20,Artery of left semilunar ganglion,0.6688562220170948
ventricular volume,anatomy,20,Inferior ventricular vein,0.5830374122097814
parafalcine region,anatomy,20,Frontal zone of longitudinal fissure,0.5713987522267043
right operculum,anatomy,20,Right insula,0.6876031022074457
frontotemporal,anatomy,20,Prefrontal cortex,0.6649361878200337
region,anatomy,20,Organ region cluster,0.746927961629632
bilateral basal ganglia regions,anatomy,20,Right thalamus,0.6450031942522555
axial,anatomy,20,Axial skeletal system,0.5185600762151771
anterior temporal lobes,anatomy,20,Temporal lobe,0.9286495561506783
left vertebral,anatomy,20,Spinal branch of left vertebral artery,0.6626314937790201
cavum septum,anatomy,20,Gracile fasciculus,0.5715760692289287
posterior left parietal scalp,anatomy,20,Left parietal zone of scalp,0.9010616046701746
superior right frontal lobe,anatomy,20,Right frontal lobe,0.9583504536575217
parieto-occipital,anatomy,20,Occipital part of head,0.696793438650719
left extra-axial,anatomy,20,Anterior branch of left posterior spinal artery,0.5563981841872679
right calvarium,anatomy,20,Calvarium,0.7926450570073108
left mca bifurcation,anatomy,20,Left mammillary artery,0.6306687454885999
left tmj,anatomy,20,Left temporomandibular joint,0.873812729360362
vertebral body,anatomy,20,Axial skeletal system,0.5974950908572286
right sphenoid sinuses,anatomy,20,Right sphenoidal sinus,0.9714050596103472
right mastoid region,anatomy,20,Right mastoid part of head,0.9518495617867532
right frontal area,anatomy,20,Right frontal pole,0.8604829387375198
right anterior basal ganglia,anatomy,20,Right thalamus,0.715205363096799
underlying left frontal bone,anatomy,20,Left side of frontal bone,0.9272152420045823
right midbrain,anatomy,20,Right side of midbrain,0.955560214891851
right cingulate gyrus,anatomy,20,Right cingulate sulcus,0.8307037389474075
right parotid,anatomy,20,Right parotid gland,0.929606448753694
posterior parietal scalp,anatomy,20,Parietal zone of scalp,0.8586542090925562
left holo hemispheric,anatomy,20,Left half of hypothalamus,0.6589754985501276
c1-c2 articulation,anatomy,20,Set of joints of head,0.6163915086764835
right superior convexity,anatomy,20,Right superior rostral sulcus,0.5749623479496844
right pica territory,anatomy,20,Right angular gyrus,0.49196970339094404
precentral gyrus,anatomy,20,Precentral gyrus,0.9842720381846771
c2,anatomy,20,Craniocervical region,0.4271168400041171
anterior left ethmoid air cell,anatomy,20,Left anterior ethmoidal cell,0.9244286588790636
posterior right maxillary sinus,anatomy,20,Right maxillary sinus,0.9112969196305252
lateral left thalamus,anatomy,20,Left thalamus,0.9289900371716864
right occiput,anatomy,20,Right occipitalis,0.8079898734264808
medial left parietal lobe,anatomy,19,Left parietal lobe,0.8461882526631125
right parietal occipital,anatomy,19,Right occipital lobe,0.8319038721126706
posterior c1 ring,anatomy,19,Posterior lens,0.49351624148600326
anterior falx cerebri,anatomy,19,Falx cerebri,0.8414280204269724
posterior right scalp,anatomy,19,Right occipital zone of scalp,0.8642621357478307
nasal bridge,anatomy,19,External nose,0.8201443984682827
left anterior frontal,anatomy,19,Left frontal pole,0.8430085019084744
left posterior ethmoid,anatomy,19,Left ethmoidal sinus,0.8665369995606994
anterior right basal ganglia,anatomy,19,Right insula,0.7026825525249022
anterior sphenoid sinus,anatomy,19,Sphenoidal sinus,0.875279879865435
anterior wall of the right maxillary sinus,anatomy,19,Right maxillary sinus,0.8276079208637194
right convexities,anatomy,19,Right angle of mouth,0.592803084308855
4th ventricles,anatomy,19,Fourth ventricle,0.9157499104086776
inferior left cerebellar hemisphere,anatomy,19,Left hemisphere of cerebellum,0.8720121465432086
periorbital soft tissues,anatomy,19,Superficial fascia of eyelid,0.7736200776542236
genu of the internal capsule,anatomy,19,Capsule of lens,0.653514763488945
sphenoid bone,anatomy,19,Sphenoid bone,0.9971894543655857
hard palate,anatomy,19,Hard palate,0.9924069332850611
lateral right thalamus,anatomy,19,Right thalamus,0.9339429302417025
left frontal vertex,anatomy,19,Left side of frontal bone,0.792174845270813
both cerebral convexities,anatomy,19,Left cerebral crus,0.7209796418237855
posterior right lentiform nucleus,anatomy,19,Nucleus of right lens,0.7685649214309905
facial sinuses,anatomy,19,Paranasal sinus,0.867402868711505
right anterior ethmoid air cells,anatomy,19,Right anterior ethmoidal cell,0.8959384184761429
orbital rims,anatomy,19,Lateral wall of orbit,0.7790555924983762
periphery,anatomy,19,Organ cluster,0.6633212448070167
large vessel,anatomy,19,Systemic artery,0.5414869621029929
anterior inferior right frontal lobe,anatomy,19,Right frontal lobe,0.8804807807291167
left zygoma,anatomy,19,Left zygomatic bone,0.905373360353342
adrenal glands,anatomy,19,Organ component gland,0.703716979220363
parietal convexities,anatomy,19,Parietal zone of longitudinal fissure,0.6531078764522722
base of the right maxillary sinus,anatomy,19,Right maxillary sinus,0.8192912454874838
adenoid,anatomy,19,Palatine tonsil,0.8164993819387433
cerebral cortex,anatomy,19,Cerebral cortex,0.9956297174606289
high right frontoparietal region,anatomy,19,Right frontal lobe,0.6579405184658025
cortical surface,anatomy,19,Cerebral cortex,0.7262292480738853
posterior right temporal,anatomy,19,Right temporal part of head,0.8622024142387782
anterior right lentiform nucleus,anatomy,19,Nucleus of right lens,0.7622478222789972
subcortical regions,anatomy,19,Subcortical gray matter,0.817790325259688
thyroid gland,anatomy,19,Superior thyroid artery,0.6563823310259046
ambient cistern,anatomy,19,Superior cistern,0.8597029149416042
visualized skull,anatomy,19,Skull,0.7289260247532126
right posterior ethmoid air cells,anatomy,19,Right posterior ethmoidal cell,0.9097948071455446
right face,anatomy,19,Right side of face,0.9153499002798454
defect,anatomy,19,Anatomical orifice,0.5555270446234944
right superior cerebellar,anatomy,19,Right hemisphere of cerebellum,0.8753388643719986
left lateral orbital wall,anatomy,19,Medial wall of left orbit,0.8567528893439798
cribriform plate,anatomy,19,Cribriform plate,0.9719820391625202
posterior right parietal scalp,anatomy,19,Right parietal zone of scalp,0.9061405167001387
left petrous apex,anatomy,19,Petrous part of left temporal bone,0.8318626438148019
c1 ring,anatomy,19,Subdural space of parietal region,0.4807226220819296
left temporal parietal lobe,anatomy,19,Left temporal lobe,0.8844533508612482
overlying cortex,anatomy,19,Cortex of occipital lobe,0.7860455687340141
lateral masses of c1,anatomy,19,His' perivascular space,0.4756107203014357
right mandibular condyle,anatomy,19,Right condylar process of mandible,0.9157281037477004
petrous air cells,anatomy,19,Mastoid air cell,0.8251606391382569
tegmen,anatomy,19,Tegmen tympani,0.539764918138503
right cerebrum,anatomy,19,Right cerebral hemisphere,0.8741106285980035
lateral wall of the right orbit,anatomy,18,Medial wall of right orbit,0.8884062866496389
both occipital lobes,anatomy,18,Left occipital lobe,0.8212804930772956
right frontal pole,anatomy,18,Right frontal pole,0.9896841514077205
subinsular,anatomy,18,Region of submucosa,0.5886302104292102
mass,anatomy,18,Lens fiber mass,0.6036052191831097
left sphenoid sinus cell,anatomy,18,Left sphenoidal sinus,0.8097234390173701
right posterior convexity scalp,anatomy,18,Right occipital zone of scalp,0.7939139748134915
anterior limb of the left external capsule,anatomy,18,Capsule of left lens,0.6794783572343813
lenses of the globes,anatomy,18,Lens,0.8852918163045854
left paranasal sinuses,anatomy,18,Left maxillary sinus,0.8806635404302213
cerebellar vermian,anatomy,18,Vermis of cerebellum,0.9038412070804838
right white matter,anatomy,18,White matter of right cerebral hemisphere,0.8799626417074
left occipital cortical,anatomy,18,Cortex of left occipital lobe,0.8762227158359872
mid right cerebellum,anatomy,18,Right hemisphere of cerebellum,0.8766590064452376
left posterior cerebral artery distribution,anatomy,18,Left posterior cerebral artery,0.9485684694895393
outer table of the skull,anatomy,18,Set of bones of skull,0.6547230417993046
posterior cranial fossa,anatomy,18,Subarachnoid fossa,0.7894091787603437
left face,anatomy,18,Left side of face,0.8977588227606101
lateral to the left orbit,anatomy,18,Medial wall of left orbit,0.7804107391793682
inferior cerebellar,anatomy,18,Cerebellar medulla,0.8322561995063955
visualized left maxillary sinus,anatomy,18,Left maxillary sinus,0.8092135243567783
mastoid region,anatomy,18,Mastoid part of head,0.9201868175566984
right frontal lobes,anatomy,18,Right frontal lobe,0.9881345863929161
radiating white matter tracts,anatomy,18,Tract of neuraxis,0.7163072804946887
frontal horn of right lateral ventricle,anatomy,18,Frontal horn of right lateral ventricle,0.9698060490140648
cavernous segment of the carotid arteries,anatomy,18,Cavernous branch of internal carotid artery,0.9117003230939298
frontal horn of left lateral ventricle,anatomy,18,Frontal horn of left lateral ventricle,0.9798389376654302
left side of the tentorium,anatomy,18,Tentorium cerebelli,0.6347037005248102
left upper lobe,anatomy,18,Left parietal lobe,0.6089160721863649
right basil ganglia,anatomy,18,Artery of right semilunar ganglion,0.6796525009791637
left orbital roof,anatomy,18,Roof of left orbit,0.9358287046770409
trachea,anatomy,18,Tracheal vein,0.6915431313278806
paravertebral soft tissues,anatomy,18,Axial skeletal system,0.5626642658991902
right superior orbital rim,anatomy,18,Medial wall of right orbit,0.8213229749732155
white matter vascular,anatomy,18,White matter of neuraxis,0.7355382829065357
posterior aspect of the right maxillary sinus,anatomy,18,Right maxillary sinus,0.8309868366849334
airway,anatomy,18,Nasopharynx,0.6465328808840475
right inferior frontal gyrus,anatomy,18,Right inferior frontal gyrus,0.9959124713588164
right sphenoid sinus air cell,anatomy,18,Right anterior ethmoidal cell,0.7668094890804887
medial aspect of the left occipital lobe,anatomy,18,Left medial occipitotemporal gyrus,0.8449043115658265
dural margins,anatomy,18,Region of dura mater,0.7913186901284287
visualized nasopharynx,anatomy,18,Nasopharynx,0.6471652495883969
neural foramina,anatomy,18,Portion of neural tissue,0.6668559104663907
left anterior cerebral artery,anatomy,18,Left anterior cerebral artery,0.9976624965838579
corticomedullary interface,anatomy,18,Membrane organ,0.5644723467982913
appearance,anatomy,18,Face,0.6104852649774197
pleural,anatomy,18,Serous sac,0.600711601348684
retro-orbital fat,anatomy,18,Orbital fat body,0.8309533879394897
left tympanic membrane,anatomy,18,Left tympanic membrane,0.9795472371338468
posterior parietal regions,anatomy,18,Cortex of parietal lobe,0.7575170142214899
external ear canals,anatomy,18,External ear,0.8719447460721097
posterior apex,anatomy,18,Apex of pinna,0.6006118016377524
inferior basal ganglia,anatomy,18,Sublentiform nucleus,0.6999694675009651
facial soft tissue structures,anatomy,18,Superficial fascia of face,0.8131065838922424
frontoethmoidal recess,anatomy,18,Fronto-orbital sulcus,0.6849261125980878
lobar,anatomy,18,Lobule,0.7785275789412917
subcortical region,anatomy,17,Subcortical gray matter,0.8251000695512954
right temporal pole,anatomy,17,Right temporal fossa,0.822059591646397
visualized right maxillary sinus,anatomy,17,Right maxillary sinus,0.8068757991049755
pineal region,anatomy,17,Pineal body,0.8157543811485234
pituitary sella,anatomy,17,Sella turcica,0.9216426005920878
facial nerve canal,anatomy,17,Neural network of face,0.6944162200468801
left frontal pole,anatomy,17,Left frontal pole,0.9981140024789781
right middle cerebellar peduncle,anatomy,17,Right base of midbrain peduncle,0.8073188625876639
subinsular region,anatomy,17,Retrobulbar space,0.6069643592073456
right tmj,anatomy,17,Right temporomandibular joint,0.8786758343262862
medial orbital,anatomy,17,Medial wall of left orbit,0.7900350282459828
bilateral lentiform nuclei,anatomy,17,Sublentiform nucleus,0.7145888086010018
mega cisterna magna,anatomy,17,Superior cistern,0.7966915584953381
either orbit,anatomy,17,Right orbital cavity,0.7483015235912333
inferior maxillary sinuses,anatomy,17,Maxillary sinus,0.8484435574531529
visualized orbit,anatomy,17,Orbital cavity,0.728559452330603
both occipital horns,anatomy,17,Occipital protuberance,0.6802744985118835
right posterior approach,anatomy,17,Posterior branch of right posterior spinal artery,0.5305443087493291
left posterior convexity scalp,anatomy,17,Left occipital zone of scalp,0.7916929247915468
outer table,anatomy,17,Cribriform plate,0.40883285686471094
parietal calvarium,anatomy,17,Calvarium,0.7811686885338938
posterior left hemisphere,anatomy,17,Left cerebral hemisphere,0.8433750849573654
right subdural space,anatomy,17,Subdural space,0.8464886791809842
right upper lobe,anatomy,17,Right parietal lobe,0.623278050069416
visible pharynx,anatomy,17,Velopharynx,0.7248615537515645
sphenoid sinus regions,anatomy,17,Sphenoidal sinus,0.9338997010482435
forehead scalp,anatomy,17,Scalp,0.8807402763423037
inferior aspect of the right maxillary sinus,anatomy,17,Right maxillary sinus,0.8046361878633553
right iac,anatomy,17,Right anterior cerebral artery,0.6532695696812838
left cerebellopontine angle,anatomy,17,Horizontal fissure of cerebellum,0.6877913892931624
posterior left basal ganglia,anatomy,17,Sublentiform nucleus,0.6825707427528491
bilateral deep gray nuclei,anatomy,17,Gracile nucleus,0.6844153014424351
right ethmoidal air cells,anatomy,17,Right anterior ethmoidal cell,0.8951188868843247
ventricles vascular,anatomy,17,Cerebral ventricle,0.695519193634202
c4 on c5,anatomy,17,Cervical branch of vertebral artery,0.44525100191625855
posterior left maxillary antrum,anatomy,17,Left maxillary sinus,0.831559200584849
inferior right cerebellar hemisphere,anatomy,17,Right hemisphere of cerebellum,0.8876707800671525
occipital condyles,anatomy,17,Occipital condyle,0.9402137157271097
right parietal occipital lobe,anatomy,17,Right occipital lobe,0.8848925833477258
posterior right maxillary antrum,anatomy,17,Right maxillary sinus,0.8527242707943276
vertebral basilar,anatomy,17,Trunk of basilar artery,0.617392400031818
foramina monroe,anatomy,17,Right foramen spinosum,0.6143964559010969
left preseptal,anatomy,17,Left precuneus,0.5900716312243618
superior right cerebellum,anatomy,17,Right hemisphere of cerebellum,0.9058386304457607
high left parietal scalp,anatomy,17,Left parietal zone of scalp,0.8181052345437911
body of the corpus callosum,anatomy,17,Callosal sulcus,0.6203712815007256
supratentorial ventricles,anatomy,17,Ventricular system of brain,0.8173396669123598
anterior cerebral arteries,anatomy,17,Anterior cerebral artery,0.9908349948441281
cerebral convexity,anatomy,17,Cerebral crus,0.7645692254512054
both thalami,anatomy,17,Left thalamus,0.8552038861115412
parietal bones,anatomy,17,Parietal bone,0.9673046995322201
mediastinum,anatomy,17,Content of superior mediastinum,0.8518837699997067
central cortical,anatomy,17,Cerebral cortex,0.8011397756681596
lambdoid suture,anatomy,17,Lambdoid suture,0.9917776123856751
tmjs,anatomy,17,Masseter,0.49407254367671394
left frontotemporal lobe,anatomy,17,Inferomedial segment of left frontal lobe,0.7883057561074295
inferior left frontal,anatomy,17,Left side of frontal bone,0.7876949316466214
left anterior cranial fossa,anatomy,17,Left infratemporal fossa,0.7925684097944277
gray white matter differentiation,anatomy,17,Gray matter of neuraxis,0.686056422583
right inferior frontal,anatomy,17,Right side of frontal bone,0.8282260258304477
midline falx,anatomy,17,Falx cerebri,0.5173666495532317
incus,anatomy,17,Incus,0.9947330763715023
vitreous,anatomy,17,Vitreous body,0.941693050441824
posterior right frontal region,anatomy,17,Right frontal pole,0.8200171238872499
bilateral vertebral arteries,anatomy,17,Left vertebral artery,0.89878224808398
posterior aspect of the falx,anatomy,17,Falx cerebri,0.6739111995032584
left frontal area,anatomy,17,Left frontal pole,0.8587834088873074
oral cavity,anatomy,17,Cavity of mouth,0.9322514588917649
left nasal passage,anatomy,17,Left nasal cavity,0.9351454174576975
carotid canal,anatomy,17,Common carotid artery,0.8028034087689911
vertex scalp,anatomy,16,Scalp,0.8636543050609465
medial walls of the maxillary sinuses,anatomy,16,Mucosa of maxillary sinus,0.7785318726927449
greater wing of the sphenoid,anatomy,16,Greater wing of sphenoid,0.9331192357867372
left frontal calvarial,anatomy,16,Left temporal part of frontal bone,0.8124780417255323
right frontotemporoparietal,anatomy,16,Right frontal pole,0.7044864259833118
